Vacancy_id;Vacancy_name;Vacancy_url;Salary_min;Salary_max;Salary_cur;Employer_name;Employer_url;Employer_city
82141261;Data Scientist (по сопровождению процесса разработки и использования моделей);https://hh.ru/vacancy/82141261;0;0;-;ПАО ВТБ, Подразделения Поддержки и Контроля;https://hh.ru/employer/4181?dpt=vtb-4181-pik&hhtmFrom=vacancy;Новосибирск
78128781;Middle Data scientist (Промо Прогноз);https://hh.ru/vacancy/78128781;0;0;-;МАГНИТ, Розничная сеть;https://hh.ru/employer/49357?hhtmFrom=vacancy;Краснодар
83455292;Data Scientist (Реклама и Медиа);https://hh.ru/vacancy/83455292;0;0;-;VK, Рекламные технологии;https://hh.ru/employer/15478?dpt=mailru-15478-rekteh&hhtmFrom=vacancy;Москва
83335062;Data Scientist (Геоаналитика);https://hh.ru/vacancy/83335062;0;0;-;Сбер для экспертов;https://hh.ru/employer/3529?dpt=3529-3529-prof&hhtmFrom=vacancy;Москва
84021139;Data Scientist в команду NLP;https://hh.ru/vacancy/84021139;0;0;-;2ГИС;https://hh.ru/employer/64174?hhtmFrom=vacancy;Екатеринбург
79466929;Data Scientist (модели кредитного риска);https://hh.ru/vacancy/79466929;0;0;-;ПАО БАНК УРАЛСИБ;https://hh.ru/employer/89?hhtmFrom=vacancy;Москва
82994350;Data scientist (RnD в Центр валидации моделей КИБ);https://hh.ru/vacancy/82994350;0;0;-;Сбер. Data Science;https://hh.ru/employer/3529?dpt=3529-3529-data&hhtmFrom=vacancy;-
81263444;Data Scientist (Sber Campaigning);https://hh.ru/vacancy/81263444;0;0;-;Сбер. IT;https://hh.ru/employer/3529?dpt=3529-3529-it&hhtmFrom=vacancy;-
81841586;Data Scientist (Северсталь Диджитал);https://hh.ru/vacancy/81841586;0;0;-;Северсталь. IT & Digital;https://hh.ru/employer/6041?dpt=severstal-6041-it&hhtmFrom=vacancy;Москва
82848765;Data Scientist;https://hh.ru/vacancy/82848765;0;0;-;Газпромбанк;https://hh.ru/employer/3388?dpt=3388-3388-gazprom&hhtmFrom=vacancy;Москва
69631571;Data Scientist;https://hh.ru/vacancy/69631571;0;0;-;Сбер. IT;https://hh.ru/employer/3529?dpt=3529-3529-it&hhtmFrom=vacancy;Нижний Новгород
78928573;Data Scientist (офис г. Таганрог);https://hh.ru/vacancy/78928573;0;0;-;Pudov;https://hh.ru/employer/38775?hhtmFrom=vacancy;-
82967916;Team lead Data scientist;https://hh.ru/vacancy/82967916;0;0;-;Газпромбанк;https://hh.ru/employer/3388?dpt=3388-3388-gazprom&hhtmFrom=vacancy;-
83047245;Middle Data Scientist / Научный сотрудник в группу New Materials Design;https://hh.ru/vacancy/83047245;0;0;-;Институт искусственного интеллекта AIRI;https://hh.ru/employer/5445348?hhtmFrom=vacancy;Москва
82567080;Data Scientist (Computer Vision);https://hh.ru/vacancy/82567080;0;0;-;ООО БиАйЭй-Технолоджиз;https://hh.ru/employer/2565797?hhtmFrom=vacancy;Москва
83454576;Team Lead Data Scientist (Прогнозирование спроса);https://hh.ru/vacancy/83454576;0;0;-;Сбер для экспертов;https://hh.ru/employer/3529?dpt=3529-3529-prof&hhtmFrom=vacancy;Москва
83351440;Data Scientist NLP;https://hh.ru/vacancy/83351440;0;0;-;Сбер. IT;https://hh.ru/employer/3529?dpt=3529-3529-it&hhtmFrom=vacancy;Москва
82844304;Senior Data Scientist (модели кредитного риска);https://hh.ru/vacancy/82844304;0;0;-;Альфа-Банк. Digital & IT;https://hh.ru/employer/80?dpt=80-80-it&hhtmFrom=vacancy;-
82468629;Team lead \ Senior Data Scientist (команда перспективных алгоритмов машинного обучения);https://hh.ru/vacancy/82468629;0;0;-;ПАО ВТБ, Технологический блок;https://hh.ru/employer/4181?dpt=vtb-4181-teh&hhtmFrom=vacancy;Москва
82787358;Data scientist;https://hh.ru/vacancy/82787358;0;0;-;Robusta;https://hh.ru/employer/2063837?hhtmFrom=vacancy;Москва
